Timestamp(UTC),EAST_LONGITUDE(deg),NORTH_LATITUDE(deg),ID(-),T(degC),RH(%),LightVOC(ADU),HeavyVOC(ADC),Ozone(ADU),CO(ADU),CO2(ADU),Elevation(ft),Distance From Road (miles)
2024-10-26T10:07:34.00+00:00,-105.888432,39.714967,YPOD,12.37,15.91,728,772,1529,2817,164,12302.16575,1.6543329
2024-10-26T10:07:53.00+00:00,-105.888354,39.714985,YPOD,12.33,15.17,722,767,1488,2846,166,12297.24449,1.654233549
2024-10-26T10:08:03.00+00:00,-105.888265,39.71499,YPOD,12.31,15.22,722,761,1510,2836,168,12299.86916,1.653111595
2024-10-26T10:08:14.00+00:00,-105.888166,39.715008,YPOD,12.29,15.33,723,761,1504,2845,170,12301.1815,1.652697923
2024-10-26T10:08:24.00+00:00,-105.888072,39.714997,YPOD,12.28,14.97,719,762,1491,2864,172,12302.49383,1.650469494
2024-10-26T10:08:35.00+00:00,-105.88797,39.714945,YPOD,12.26,14.86,716,761,1495,2860,175,12307.41509,1.645422151
2024-10-26T10:08:45.00+00:00,-105.88784,39.7149,YPOD,12.23,15.05,717,763,1509,2867,173,12315.94528,1.640409166
2024-10-26T10:08:54.00+00:00,-105.887741,39.714902,YPOD,12.22,15.25,718,769,1517,2873,168,12317.25761,1.639002326
2024-10-26T10:09:04.00+00:00,-105.887658,39.714861,YPOD,12.21,15.71,724,780,1545,2838,164,12322.50696,1.63501171
2024-10-26T10:09:13.00+00:00,-105.887537,39.714847,YPOD,12.21,16.18,730,786,1544,2795,163,12324.80354,1.632237529
2024-10-26T10:09:23.00+00:00,-105.887475,39.714803,YPOD,12.21,15.98,729,790,1527,2823,166,12335.30223,1.62838442
2024-10-26T10:09:34.00+00:00,-105.887401,39.714749,YPOD,12.18,15.98,729,786,1523,2857,167,12340.22349,1.623691434
2024-10-26T10:09:43.00+00:00,-105.88731,39.714727,YPOD,12.16,15.79,726,780,1503,2861,168,12345.80092,1.620871828
2024-10-26T10:09:53.00+00:00,-105.887102,39.714684,YPOD,12.13,15.55,723,774,1500,2878,172,12353.67494,1.614952441
2024-10-26T10:10:04.00+00:00,-105.887026,39.71465,YPOD,12.08,15.66,723,768,1503,2876,175,12360.23662,1.611588488
2024-10-26T10:10:14.00+00:00,-105.886977,39.71457,YPOD,12.06,16.09,727,761,1521,2895,171,12374.34423,1.605560627
2024-10-26T10:10:23.00+00:00,-105.886976,39.714492,YPOD,12.03,16.4,730,758,1528,2895,168,12380.57782,1.600360017
2024-10-26T10:10:33.00+00:00,-105.886948,39.714387,YPOD,12,16.44,733,759,1524,2858,168,12391.07651,1.592973936
2024-10-26T10:10:41.00+00:00,-105.886907,39.714328,YPOD,11.98,16.36,733,758,1519,2870,167,12396.98202,1.58845748
2024-10-26T10:10:51.00+00:00,-105.886864,39.714278,YPOD,11.93,16.27,731,756,1510,2864,161,12399.27861,1.584511252
2024-10-26T10:11:00.00+00:00,-105.886872,39.71422,YPOD,11.9,16.16,731,754,1507,2851,160,12394.68544,1.580770387
2024-10-26T10:11:10.00+00:00,-105.886836,39.714148,YPOD,11.86,15.97,728,752,1491,2825,163,12376.9689,1.575462292
2024-10-26T10:11:21.00+00:00,-105.886759,39.714085,YPOD,11.82,15.34,718,745,1472,2795,167,12377.29698,1.570161933
2024-10-26T10:11:30.00+00:00,-105.88669,39.714006,YPOD,11.78,15.19,715,738,1474,2799,167,12374.01614,1.563916017
2024-10-26T10:11:42.00+00:00,-105.886618,39.713931,YPOD,11.75,15.22,713,731,1475,2735,168,12363.18937,1.557896395
2024-10-26T10:11:51.00+00:00,-105.886535,39.71389,YPOD,11.71,15.29,713,728,1480,2740,175,12366.7983,1.553989301
2024-10-26T10:12:03.00+00:00,-105.886447,39.713814,YPOD,11.64,15.84,718,726,1499,2670,179,12353.67494,1.547687156
2024-10-26T10:12:12.00+00:00,-105.886388,39.713766,YPOD,11.58,16.37,724,725,1517,2652,176,12354.3311,1.543662385
2024-10-26T10:12:21.00+00:00,-105.88629,39.713705,YPOD,11.58,16.87,731,723,1526,2656,170,12347.76942,1.538233454
2024-10-26T10:12:30.00+00:00,-105.886215,39.713661,YPOD,11.54,17.22,736,724,1524,2670,169,12348.42559,1.534264611
2024-10-26T10:12:40.00+00:00,-105.886141,39.713628,YPOD,11.49,17.1,736,725,1499,2661,171,12348.75368,1.531050256
2024-10-26T10:12:49.00+00:00,-105.886059,39.713598,YPOD,11.45,16.33,730,730,1481,2697,171,12346.129,1.527935274
2024-10-26T10:12:59.00+00:00,-105.885953,39.713568,YPOD,11.41,15.47,719,731,1449,2705,169,12348.09751,1.524509172
2024-10-26T10:13:10.00+00:00,-105.885862,39.713526,YPOD,11.37,15.93,722,722,1502,2697,166,12347.44134,1.520493164
2024-10-26T10:13:19.00+00:00,-105.885787,39.713518,YPOD,11.31,16.67,727,717,1497,2701,166,12346.78517,1.518973714
2024-10-26T10:13:31.00+00:00,-105.885703,39.713502,YPOD,11.26,16.67,727,715,1492,2708,169,12350.72218,1.516810926
2024-10-26T10:13:40.00+00:00,-105.885618,39.713473,YPOD,11.24,16.87,730,713,1501,2724,165,12350.06601,1.513774329
2024-10-26T10:13:50.00+00:00,-105.885549,39.713458,YPOD,11.2,17.09,733,711,1499,2736,163,12348.09751,1.511889882
2024-10-26T10:13:59.00+00:00,-105.885456,39.713446,YPOD,11.17,17.01,733,712,1496,2688,168,12352.69068,1.509913325
2024-10-26T10:14:09.00+00:00,-105.885376,39.713432,YPOD,11.14,16.77,733,716,1501,2715,171,12354.00302,1.507977202
2024-10-26T10:14:18.00+00:00,-105.885259,39.713416,YPOD,11.12,17.09,736,719,1514,2709,168,12354.00302,1.50546488
2024-10-26T10:14:29.00+00:00,-105.885143,39.713406,YPOD,11.11,17.67,742,728,1528,2718,168,12357.28386,1.503390811
2024-10-26T10:14:39.00+00:00,-105.885042,39.713408,YPOD,11.11,17.35,742,749,1532,2682,167,12359.25236,1.502324851
2024-10-26T10:14:50.00+00:00,-105.884928,39.713387,YPOD,11.12,16.93,739,774,1520,2658,165,12358.92428,1.499575557
2024-10-26T10:15:00.00+00:00,-105.884803,39.713381,YPOD,11.12,17.09,741,784,1531,2619,165,12361.87704,1.497734161
2024-10-26T10:15:11.00+00:00,-105.88475,39.713371,YPOD,11.13,17.43,745,795,1550,2608,166,12362.86129,1.496458231
2024-10-26T10:15:20.00+00:00,-105.884658,39.713372,YPOD,11.14,17.67,749,803,1547,2594,169,12364.82979,1.4954946
2024-10-26T10:15:32.00+00:00,-105.884537,39.713369,YPOD,11.16,17.67,751,811,1556,2582,175,12369.42297,1.493958823
2024-10-26T10:15:41.00+00:00,-105.884437,39.713369,YPOD,11.17,17.7,751,818,1558,2574,171,12373.68806,1.492877128
2024-10-26T10:15:52.00+00:00,-105.884229,39.713303,YPOD,11.22,17.28,749,832,1559,2569,163,12382.21824,1.486212489
2024-10-26T10:16:04.00+00:00,-105.884085,39.713265,YPOD,11.24,16.87,744,842,1548,2549,163,12388.45184,1.482159281
2024-10-26T10:16:13.00+00:00,-105.884007,39.713281,YPOD,11.27,16.78,743,846,1561,2527,165,12391.07651,1.482460408
2024-10-26T10:16:24.00+00:00,-105.8839,39.713278,YPOD,11.28,16.78,743,853,1554,2520,167,12391.07651,1.481199133
2024-10-26T10:16:35.00+00:00,-105.8838,39.713294,YPOD,11.32,15.97,735,860,1539,2499,163,12391.73268,1.481317124
2024-10-26T10:16:40.00+00:00,-105.88372,39.7133,YPOD,11.33,15.93,733,861,1543,2475,161,12390.09226,1.48096345
2024-10-26T10:16:49.00+00:00,-105.883667,39.713273,YPOD,11.33,15.9,730,860,1554,2469,158,12390.09226,1.47862897
2024-10-26T10:16:59.00+00:00,-105.883565,39.713217,YPOD,11.36,16.36,733,853,1553,2460,163,12381.56208,1.473872796
2024-10-26T10:17:08.00+00:00,-105.883468,39.713161,YPOD,11.34,16.71,735,841,1543,2452,173,12373.35998,1.469176583
2024-10-26T10:17:18.00+00:00,-105.88339,39.713124,YPOD,11.36,16.67,735,831,1535,2488,177,12365.48596,1.465956974
2024-10-26T10:17:27.00+00:00,-105.883284,39.71305,YPOD,11.32,16.55,733,821,1524,2508,171,12355.64344,1.459979673
2024-10-26T10:17:39.00+00:00,-105.883222,39.712998,YPOD,11.29,16.16,729,813,1533,2548,160,12348.75368,1.455896256
2024-10-26T10:17:48.00+00:00,-105.88311,39.712975,YPOD,11.27,16.2,726,803,1533,2519,159,12341.86391,1.453371296
2024-10-26T10:17:59.00+00:00,-105.883015,39.71298,YPOD,11.24,15.78,720,793,1524,2462,166,12336.94265,1.452919593
2024-10-26T10:18:09.00+00:00,-105.882937,39.712942,YPOD,11.24,15.47,716,784,1507,2441,168,12331.69331,1.44968653
2024-10-26T10:18:20.00+00:00,-105.882903,39.712881,YPOD,11.25,15.35,713,774,1510,2436,169,12327.10013,1.445245385
2024-10-26T10:18:31.00+00:00,-105.882834,39.712817,YPOD,11.26,15.47,711,761,1501,2447,170,12319.5542,1.440320035
2024-10-26T10:18:41.00+00:00,-105.882741,39.712777,YPOD,11.25,15.82,715,752,1502,2500,169,12314.96102,1.436852933
2024-10-26T10:18:52.00+00:00,-105.88266,39.7128,YPOD,11.23,15.97,717,741,1501,2555,163,12312.33635,1.437799454
2024-10-26T10:19:01.00+00:00,-105.88266,39.712805,YPOD,11.22,16.39,723,734,1519,2527,158,12312.33635,1.438141352
2024-10-26T10:19:13.00+00:00,-105.882636,39.712813,YPOD,11.17,17.59,733,728,1549,2630,156,12312.33635,1.438505595
2024-10-26T10:19:22.00+00:00,-105.882534,39.712772,YPOD,11.16,17.59,736,730,1525,2663,161,12303.15,1.434935704
2024-10-26T10:19:32.00+00:00,-105.882506,39.712708,YPOD,11.16,17.43,738,732,1524,2623,164,12300.85341,1.430349393
2024-10-26T10:19:41.00+00:00,-105.882513,39.712617,YPOD,11.14,17.82,744,729,1544,2623,165,12297.24449,1.424174613
2024-10-26T10:19:51.00+00:00,-105.882554,39.712536,YPOD,11.1,18.32,749,727,1540,2582,163,12295.27598,1.418940095
2024-10-26T10:20:00.00+00:00,-105.882608,39.712457,YPOD,11.07,18.43,752,726,1534,2545,165,12290.02664,1.413948012
2024-10-26T10:20:10.00+00:00,-105.882662,39.712368,YPOD,11.03,18.04,752,726,1515,2567,170,12280.84029,1.408281755
2024-10-26T10:20:21.00+00:00,-105.882638,39.71231,YPOD,11.04,17.38,748,727,1514,2554,174,12276.90328,1.404130332
2024-10-26T10:20:31.00+00:00,-105.882592,39.712232,YPOD,11.04,17.04,744,723,1503,2549,177,12266.40459,1.39844173
2024-10-26T10:20:42.00+00:00,-105.882552,39.712139,YPOD,11.04,17.04,742,717,1512,2605,179,12260.82716,1.391775437
2024-10-26T10:20:51.00+00:00,-105.882535,39.712086,YPOD,11.03,17.19,742,714,1506,2597,176,12255.24974,1.388021195
2024-10-26T10:21:01.00+00:00,-105.882585,39.712048,YPOD,11,17.35,743,710,1511,2593,173,12241.79829,1.385809391
2024-10-26T10:21:10.00+00:00,-105.882624,39.712042,YPOD,10.98,17.54,745,707,1507,2573,171,12241.79829,1.385704227
2024-10-26T10:21:20.00+00:00,-105.882719,39.712039,YPOD,10.98,17.62,746,706,1511,2512,170,12221.45708,1.386254864
2024-10-26T10:21:29.00+00:00,-105.882806,39.712011,YPOD,10.99,17.38,744,705,1498,2457,172,12215.22349,1.38505124
2024-10-26T10:21:39.00+00:00,-105.882745,39.711959,YPOD,11,17.19,742,704,1493,2410,174,12211.94265,1.381001829
2024-10-26T10:21:48.00+00:00,-105.8827,39.711904,YPOD,10.98,17.04,739,700,1489,2357,174,12208.00564,1.376881388
2024-10-26T10:21:58.00+00:00,-105.882728,39.711864,YPOD,10.95,17.04,738,696,1491,2327,172,12200.13162,1.374376596
2024-10-26T10:22:08.00+00:00,-105.882854,39.711833,YPOD,10.94,17.08,737,693,1484,2349,168,12186.02401,1.373302654
2024-10-26T10:22:17.00+00:00,-105.882981,39.711808,YPOD,10.92,16.88,736,691,1479,2433,165,12176.50958,1.372681616
2024-10-26T10:22:27.00+00:00,-105.883026,39.711793,YPOD,10.92,16.8,736,689,1492,2420,166,12175.19724,1.372051413
2024-10-26T10:22:38.00+00:00,-105.883026,39.711794,YPOD,10.92,17,739,689,1507,2440,173,12175.19724,1.372119565
2024-10-26T10:22:47.00+00:00,-105.883106,39.71176,YPOD,10.94,17.27,741,689,1515,2451,176,12168.30748,1.370511199
2024-10-26T10:22:59.00+00:00,-105.883194,39.711741,YPOD,10.95,17.54,745,690,1516,2450,177,12160.76154,1.370012239
2024-10-26T10:23:08.00+00:00,-105.883329,39.711702,YPOD,10.95,17.58,746,692,1513,2425,174,12151.24711,1.368609937
2024-10-26T10:23:15.00+00:00,-105.883397,39.711703,YPOD,10.95,17.54,747,694,1511,2434,171,12149.93477,1.369322576
2024-10-26T10:23:24.00+00:00,-105.883416,39.711686,YPOD,10.99,17.46,747,698,1512,2436,174,12148.95052,1.368348961
2024-10-26T10:23:34.00+00:00,-105.88347,39.711638,YPOD,11.02,17.23,745,699,1511,2452,180,12136.48333,1.365609105
2024-10-26T10:23:44.00+00:00,-105.883517,39.711557,YPOD,11.07,17.48,747,699,1528,2469,179,12125.00039,1.36056819
2024-10-26T10:23:55.00+00:00,-105.88356,39.711494,YPOD,11.13,17.86,754,702,1552,2442,174,12112.86128,1.356717924
2024-10-26T10:24:04.00+00:00,-105.883648,39.711421,YPOD,11.19,18.56,762,707,1582,2437,174,12099.73792,1.352652684
2024-10-26T10:24:12.00+00:00,-105.883758,39.711378,YPOD,11.24,19.11,767,712,1581,2463,174,12090.22348,1.350872225
2024-10-26T10:24:22.00+00:00,-105.883861,39.711356,YPOD,11.3,19.03,771,720,1582,2450,173,12088.25498,1.350468199
2024-10-26T10:24:31.00+00:00,-105.883993,39.711336,YPOD,11.38,18.99,772,726,1573,2445,178,12082.67755,1.350539314
2024-10-26T10:24:42.00+00:00,-105.884116,39.711273,YPOD,11.43,18.42,771,732,1564,2431,180,12073.81928,1.347643027
2024-10-26T10:24:52.00+00:00,-105.884229,39.711215,YPOD,11.49,18.42,770,734,1570,2438,180,12066.60144,1.345008925
2024-10-26T10:25:01.00+00:00,-105.884334,39.711172,YPOD,11.57,18.35,770,735,1556,2445,184,12056.43083,1.343325742
2024-10-26T10:25:11.00+00:00,-105.884464,39.711182,YPOD,11.58,17.93,767,736,1551,2471,187,12049.21298,1.345537421
2024-10-26T10:25:20.00+00:00,-105.884515,39.711235,YPOD,11.66,17.66,764,735,1550,2475,181,12044.61981,1.3497168
2024-10-26T10:25:30.00+00:00,-105.884587,39.711288,YPOD,11.72,17.74,764,733,1564,2528,175,12047.57256,1.354153079
2024-10-26T10:25:41.00+00:00,-105.88464,39.711369,YPOD,11.79,18.41,770,732,1580,2568,178,12050.19724,1.360246224
2024-10-26T10:25:51.00+00:00,-105.884695,39.711451,YPOD,11.86,18.37,771,734,1584,2547,179,12053.14999,1.366432669
2024-10-26T10:26:02.00+00:00,-105.884762,39.711515,YPOD,11.93,18.84,777,735,1600,2581,180,12059.0555,1.37155894
2024-10-26T10:26:11.00+00:00,-105.884877,39.711563,YPOD,12,18.8,779,739,1594,2578,183,12049.86915,1.376214344
2024-10-26T10:26:22.00+00:00,-105.884974,39.711617,YPOD,12.08,18.19,776,744,1572,2603,189,12051.50957,1.381062803
2024-10-26T10:26:34.00+00:00,-105.885134,39.71167,YPOD,12.16,17.54,772,747,1574,2605,188,12039.69855,1.386669701
2024-10-26T10:26:43.00+00:00,-105.885243,39.711694,YPOD,12.22,17.57,771,746,1584,2583,185,12037.40196,1.389701292
2024-10-26T10:26:55.00+00:00,-105.885411,39.711731,YPOD,12.29,17.51,770,747,1588,2598,182,12025.91902,1.394412567
2024-10-26T10:27:04.00+00:00,-105.885545,39.711732,YPOD,12.34,17.74,771,747,1596,2612,178,12006.56206,1.396299711
2024-10-26T10:27:15.00+00:00,-105.88567,39.711749,YPOD,12.37,17.62,771,750,1595,2674,175,12004.26548,1.399161874
2024-10-26T10:27:25.00+00:00,-105.885816,39.711796,YPOD,12.42,17.81,774,752,1610,2637,174,11995.07912,1.404346142
2024-10-26T10:27:34.00+00:00,-105.885937,39.711824,YPOD,12.45,18.2,778,754,1618,2664,174,11990.48595,1.407937778
2024-10-26T10:27:44.00+00:00,-105.886086,39.711843,YPOD,12.5,18.37,781,758,1626,2641,182,11986.87702,1.411363675
2024-10-26T10:27:53.00+00:00,-105.886169,39.71186,YPOD,12.56,18.22,782,763,1623,2638,183,11980.97151,1.413714066
2024-10-26T10:28:03.00+00:00,-105.886286,39.711888,YPOD,12.6,18.6,787,765,1632,2640,177,11976.70642,1.41731321
2024-10-26T10:28:14.00+00:00,-105.886394,39.711896,YPOD,12.66,17.91,783,772,1610,2618,174,11969.81666,1.41947208
2024-10-26T10:28:23.00+00:00,-105.886425,39.711908,YPOD,12.71,17.52,780,773,1607,2632,177,11973.0975,1.420737869
2024-10-26T10:28:35.00+00:00,-105.886515,39.711912,YPOD,12.77,17.41,778,774,1615,2657,176,11965.87965,1.422380128
2024-10-26T10:28:44.00+00:00,-105.886629,39.711926,YPOD,12.82,17.19,776,774,1609,2679,174,11953.74054,1.425070886
2024-10-26T10:28:54.00+00:00,-105.886754,39.71194,YPOD,12.88,17.03,774,774,1615,2693,177,11943.24185,1.427956645
2024-10-26T10:29:05.00+00:00,-105.886871,39.711955,YPOD,12.95,17.11,774,774,1618,2677,183,11944.2261,1.430805931
2024-10-26T10:29:14.00+00:00,-105.887019,39.711971,YPOD,13,17.19,775,774,1630,2697,183,11933.07125,1.434246077
2024-10-26T10:29:26.00+00:00,-105.887142,39.712,YPOD,13.03,17.12,773,775,1623,2751,178,11930.44658,1.438163985
2024-10-26T10:29:35.00+00:00,-105.887304,39.711988,YPOD,13.08,16.96,772,778,1621,2746,177,11918.96364,1.440065229
2024-10-26T10:29:46.00+00:00,-105.887474,39.711976,YPOD,13.15,16.92,772,779,1630,2798,176,11911.08962,1.442152264
2024-10-26T10:29:56.00+00:00,-105.887603,39.71197,YPOD,13.2,17.2,776,780,1644,2794,176,11897.63818,1.443974958
2024-10-26T10:30:05.00+00:00,-105.887686,39.711948,YPOD,13.27,17.79,781,781,1655,2813,176,11893.045,1.443979751
2024-10-26T10:30:15.00+00:00,-105.887694,39.711946,YPOD,13.33,17.4,779,786,1629,2825,173,11890.74841,1.443988872
2024-10-26T10:30:24.00+00:00,-105.88773,39.71194,YPOD,13.39,16.98,778,790,1633,2859,168,11884.51482,1.444227325
2024-10-26T10:30:34.00+00:00,-105.88774,39.711904,YPOD,13.46,16.51,772,790,1615,2840,168,11875.98463,1.442054935
2024-10-26T10:30:43.00+00:00,-105.887714,39.711892,YPOD,13.51,16.09,768,791,1615,2831,171,11878.28122,1.440815759
2024-10-26T10:30:55.00+00:00,-105.887691,39.7119,YPOD,13.58,16.22,766,786,1622,2833,175,11878.28122,1.440934725
2024-10-26T10:31:04.00+00:00,-105.887771,39.711797,YPOD,13.62,16.09,765,785,1618,2833,180,11858.92426,1.435627952
2024-10-26T10:31:15.00+00:00,-105.887867,39.711768,YPOD,13.7,16.26,768,783,1642,2873,187,11850.72216,1.435450064
2024-10-26T10:31:27.00+00:00,-105.887904,39.711774,YPOD,13.77,16.84,774,781,1658,2894,184,11850.72216,1.436504056
2024-10-26T10:31:36.00+00:00,-105.887919,39.711751,YPOD,13.81,17.35,780,782,1672,2916,174,11850.066,1.435278474
2024-10-26T10:31:47.00+00:00,-105.887875,39.711714,YPOD,13.88,18.02,790,784,1693,2954,170,11846.78516,1.432081178
2024-10-26T10:31:57.00+00:00,-105.887807,39.711613,YPOD,13.91,17.75,792,791,1669,2983,178,11838.25497,1.424291719
2024-10-26T10:32:08.00+00:00,-105.887732,39.711584,YPOD,13.94,17.71,794,795,1679,2999,178,11837.5988,1.421063907
2024-10-26T10:32:18.00+00:00,-105.88776,39.711568,YPOD,13.98,18.25,800,797,1689,3031,172,11833.33371,1.420522452
2024-10-26T10:32:27.00+00:00,-105.88788,39.711476,YPOD,14.03,17.99,801,803,1679,3066,168,11819.2261,1.416705614
2024-10-26T10:32:37.00+00:00,-105.887878,39.711402,YPOD,14.09,18.22,804,807,1686,3051,171,11812.00825,1.411865088
2024-10-26T10:32:46.00+00:00,-105.887894,39.711407,YPOD,14.17,17.22,798,816,1662,3037,176,11812.00825,1.412481468
2024-10-26T10:32:56.00+00:00,-105.887893,39.711369,YPOD,14.22,16.67,792,820,1658,2981,182,11807.41508,1.409997448
2024-10-26T10:33:07.00+00:00,-105.887918,39.711274,YPOD,14.26,16.6,789,820,1662,2967,184,11789.69854,1.404295239
2024-10-26T10:33:16.00+00:00,-105.887964,39.711219,YPOD,14.28,16.95,790,817,1663,2919,180,11782.48069,1.401581518
2024-10-26T10:33:28.00+00:00,-105.887968,39.711206,YPOD,14.3,17.22,792,816,1672,2995,177,11777.88752,1.400813887
2024-10-26T10:33:40.00+00:00,-105.888002,39.711176,YPOD,14.33,17.26,794,820,1682,3026,177,11773.62242,1.399504341
2024-10-26T10:33:49.00+00:00,-105.888092,39.711121,YPOD,14.39,17.89,800,821,1698,2999,175,11772.96626,1.397635179
2024-10-26T10:34:00.00+00:00,-105.888143,39.711074,YPOD,14.39,17.54,800,827,1687,3006,173,11766.07649,1.395564767
2024-10-26T10:34:10.00+00:00,-105.888153,39.711078,YPOD,14.4,17.31,799,830,1674,3028,173,11766.07649,1.396012792
2024-10-26T10:34:21.00+00:00,-105.888167,39.711046,YPOD,14.43,17.23,798,831,1673,2992,171,11762.79565,1.394214359
2024-10-26T10:34:31.00+00:00,-105.888221,39.710971,YPOD,14.47,16.49,791,835,1646,3003,169,11754.26547,1.390412094
2024-10-26T10:34:42.00+00:00,-105.888294,39.710888,YPOD,14.51,16.65,790,833,1676,2995,174,11747.04762,1.386478473
2024-10-26T10:34:51.00+00:00,-105.888333,39.710773,YPOD,14.55,17.51,797,830,1699,3007,182,11728.34683,1.379846616
2024-10-26T10:35:03.00+00:00,-105.888412,39.710714,YPOD,14.62,17.83,803,832,1695,3007,183,11723.09749,1.377614518
2024-10-26T10:35:13.00+00:00,-105.888483,39.710624,YPOD,14.68,17.13,802,838,1677,2959,180,11720.47282,1.373258924
2024-10-26T10:35:17.00+00:00,-105.888531,39.710547,YPOD,14.7,17.05,802,840,1687,2965,178,11713.25497,1.369295269
2024-10-26T10:35:25.00+00:00,-105.888581,39.710439,YPOD,14.77,17.25,803,840,1698,2953,176,11708.33371,1.3634069
2024-10-26T10:35:35.00+00:00,-105.888595,39.710344,YPOD,14.82,17.25,803,841,1680,2971,175,11705.05287,1.357630456
2024-10-26T10:35:44.00+00:00,-105.88861,39.710218,YPOD,14.84,16.87,799,839,1676,2951,175,11695.53843,1.349907291
2024-10-26T10:35:54.00+00:00,-105.888597,39.710153,YPOD,14.86,16.98,799,837,1680,2926,172,11690.61717,1.345499579
2024-10-26T10:36:03.00+00:00,-105.888598,39.710051,YPOD,14.91,16.9,800,838,1686,2937,171,11683.39932,1.339028168
2024-10-26T10:36:13.00+00:00,-105.888618,39.709974,YPOD,14.96,16.8,800,839,1687,2912,175,11679.13423,1.334547759
2024-10-26T10:36:24.00+00:00,-105.888662,39.709889,YPOD,15,16.91,801,837,1682,2934,179,11678.14998,1.330070351
2024-10-26T10:36:35.00+00:00,-105.888697,39.70982,YPOD,15.07,16.83,803,836,1694,2920,179,11678.80615,1.326431616
2024-10-26T10:36:45.00+00:00,-105.888738,39.709684,YPOD,15.12,16.93,803,835,1688,2910,179,11675.52531,1.31868984
2024-10-26T10:36:56.00+00:00,-105.888779,39.709597,YPOD,15.18,17.04,805,835,1695,2896,178,11674.86914,1.314068382
2024-10-26T10:37:05.00+00:00,-105.888781,39.709482,YPOD,15.23,16.8,804,837,1690,2917,174,11666.33896,1.306850071
2024-10-26T10:37:17.00+00:00,-105.888789,39.7094,YPOD,15.25,16.77,804,839,1685,2892,168,11661.74578,1.301851221
2024-10-26T10:37:26.00+00:00,-105.888789,39.709343,YPOD,15.26,16.45,802,840,1683,2933,169,11656.49644,1.298258415
2024-10-26T10:37:37.00+00:00,-105.888803,39.709263,YPOD,15.27,16.69,802,839,1688,2911,172,11647.63817,1.293525972
2024-10-26T10:37:47.00+00:00,-105.888789,39.709182,YPOD,15.28,17.32,810,836,1727,2945,174,11641.07649,1.28812123
2024-10-26T10:37:58.00+00:00,-105.888784,39.709126,YPOD,15.32,17.83,816,840,1723,2964,177,11634.18672,1.284488903
2024-10-26T10:38:07.00+00:00,-105.88873,39.709069,YPOD,15.34,17.83,821,844,1726,2957,181,11627.29696,1.279715213
2024-10-26T10:38:19.00+00:00,-105.888686,39.709016,YPOD,15.4,18.19,826,848,1740,2951,179,11617.45444,1.275413616
2024-10-26T10:38:28.00+00:00,-105.888691,39.708988,YPOD,15.44,18.19,829,853,1734,2939,174,11613.84552,1.27376218
2024-10-26T10:38:40.00+00:00,-105.888688,39.708989,YPOD,15.49,18.62,836,855,1750,2941,170,11613.84552,1.273759054
2024-10-26T10:38:49.00+00:00,-105.8887,39.708987,YPOD,15.53,18.86,841,859,1759,2881,170,11613.84552,1.273897469
2024-10-26T10:39:00.00+00:00,-105.888666,39.708914,YPOD,15.57,18.62,842,867,1746,2858,176,11603.01874,1.268557965
2024-10-26T10:39:10.00+00:00,-105.888598,39.708869,YPOD,15.58,17.88,839,873,1735,2847,181,11592.52006,1.264231058
2024-10-26T10:39:19.00+00:00,-105.888549,39.708828,YPOD,15.59,17.84,836,875,1717,2863,182,11585.63029,1.260575405
2024-10-26T10:39:29.00+00:00,-105.888514,39.70876,YPOD,15.6,17.22,831,878,1711,2608,177,11575.78777,1.255527699
2024-10-26T10:39:38.00+00:00,-105.88846,39.708692,YPOD,15.61,17.35,829,876,1722,2915,171,11562.66441,1.25006348
2024-10-26T10:39:48.00+00:00,-105.888366,39.708634,YPOD,15.61,17.62,830,874,1729,2905,166,11550.85339,1.244356142
2024-10-26T10:39:57.00+00:00,-105.888315,39.708567,YPOD,15.61,17.7,830,876,1721,2932,163,11542.3232,1.239022239
2024-10-26T10:40:07.00+00:00,-105.888269,39.708517,YPOD,15.61,17.11,826,885,1706,2997,162,11536.74578,1.234869215
2024-10-26T10:40:19.00+00:00,-105.888168,39.708465,YPOD,15.6,17.18,825,888,1721,3040,169,11524.93475,1.229399502
2024-10-26T10:40:28.00+00:00,-105.888083,39.708417,YPOD,15.59,17.1,823,889,1713,3073,175,11516.73265,1.224535941
2024-10-26T10:40:39.00+00:00,-105.88802,39.708373,YPOD,15.58,17.1,821,887,1714,3098,175,11506.56205,1.220402567
2024-10-26T10:40:49.00+00:00,-105.887911,39.708349,YPOD,15.57,17.14,819,884,1701,3107,173,11499.01612,1.216558881
2024-10-26T10:41:00.00+00:00,-105.887863,39.708279,YPOD,15.55,16.59,813,881,1683,3169,171,11487.20509,1.211105538
2024-10-26T10:41:09.00+00:00,-105.887845,39.708272,YPOD,15.53,15.93,804,879,1661,3137,166,11477.36257,1.210280326
2024-10-26T10:41:21.00+00:00,-105.887844,39.708271,YPOD,15.52,15.81,798,870,1673,3150,160,11477.36257,1.210195767
2024-10-26T10:41:30.00+00:00,-105.887855,39.708256,YPOD,15.48,16.2,799,861,1676,3144,164,11477.36257,1.209478667
2024-10-26T10:41:41.00+00:00,-105.887855,39.708256,YPOD,15.45,16.71,802,853,1687,3140,171,11477.36257,1.209478667
2024-10-26T10:41:51.00+00:00,-105.887822,39.708248,YPOD,15.43,16.27,800,853,1668,3156,170,11477.36257,1.208272154
2024-10-26T10:42:02.00+00:00,-105.887838,39.708249,YPOD,15.41,16.35,799,848,1672,3125,165,11477.36257,1.208674519
